packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
39087,OFFER,server,192.168.1.85,48124,81848,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39088,OFFER,server,192.168.1.58,91123,17836,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39089,ACK,server,192.168.1.62,4137,22556,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39090,OFFER,server,192.168.1.157,33164,82052,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39091,ACK,server,192.168.1.236,77655,35702,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39092,REQUEST,c5:d6:88:97:62:39,192.168.1.88,26713,70310,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39093,REQUEST,24:c7:bf:55:a2:02,0.0.0.0,81732,33294,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39094,DISCOVER,25:4f:31:00:3c:fc,0.0.0.0,51574,14288,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39095,OFFER,server,192.168.1.138,64798,15703,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39096,ACK,server,192.168.1.203,13787,51958,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39097,DISCOVER,a3:85:86:56:90:91,0.0.0.0,11468,53122,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39098,REQUEST,80:bb:8a:ee:55:64,0.0.0.0,50145,54240,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39099,DISCOVER,5e:2a:28:be:dc:5c,0.0.0.0,63228,42506,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39100,DISCOVER,7c:98:f3:70:99:b5,0.0.0.0,31362,26429,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39101,REQUEST,3d:fb:52:ae:e4:26,0.0.0.0,49600,33078,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39102,REQUEST,b6:97:13:f6:25:95,0.0.0.0,60362,5744,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39103,DISCOVER,63:a8:17:63:f3:bd,0.0.0.0,71609,44772,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39104,OFFER,server,192.168.1.53,55709,22482,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39105,DISCOVER,d6:d4:ad:ec:ea:66,0.0.0.0,85931,64090,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39106,REQUEST,df:b5:bf:f4:81:c5,0.0.0.0,9876,36096,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39107,DISCOVER,0e:90:a0:76:dc:c8,0.0.0.0,85905,30689,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39108,REQUEST,bd:72:24:a4:da:e4,0.0.0.0,44653,27678,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39109,ACK,server,192.168.1.118,18350,68979,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39110,REQUEST,51:ce:17:11:fa:1f,0.0.0.0,46992,2851,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39111,REQUEST,03:6b:6e:36:73:61,0.0.0.0,708,85101,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39112,OFFER,server,192.168.1.154,87343,79248,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39113,OFFER,server,192.168.1.247,19697,8661,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39114,DISCOVER,ca:b8:cf:85:66:9b,0.0.0.0,29197,10547,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39115,REQUEST,37:c5:fb:fd:88:68,0.0.0.0,34988,42563,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39116,OFFER,server,192.168.1.246,95740,69313,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39117,ACK,server,192.168.1.115,51739,21062,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39118,OFFER,server,192.168.1.225,69910,5819,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39119,ACK,server,192.168.1.231,74032,61370,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39120,DISCOVER,43:d1:f7:b7:fc:f7,0.0.0.0,95350,72095,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39121,OFFER,server,192.168.1.141,10489,23925,10.0.140.22,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
39122,ACK,7b:07:b7:33:c8:ee,192.168.1.53,6919,29217,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39123,DISCOVER,06:1d:1d:52:18:88,0.0.0.0,78869,25136,10.0.13.211,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
39124,DISCOVER,21:70:27:ec:e1:48,0.0.0.0,56841,55749,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39125,OFFER,server,192.168.1.52,68478,48483,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39126,REQUEST,0b:4d:81:c8:b1:d8,0.0.0.0,31561,3060,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39127,REQUEST,79:8c:77:0c:da:b7,0.0.0.0,3178,43722,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39128,DISCOVER,5a:46:9b:7b:6a:51,0.0.0.0,29176,22306,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39129,OFFER,server,192.168.1.108,21782,2129,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39130,OFFER,attacker,111.111.111.1,879,34830,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
39131,REQUEST,a5:b3:24:bd:ce:f7,0.0.0.0,87021,22681,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39132,OFFER,server,192.168.1.202,82325,1125,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39133,REQUEST,80:32:1f:95:b1:5c,0.0.0.0,57158,11384,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39134,ACK,server,192.168.1.107,69119,77761,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39135,DISCOVER,d2:d0:8a:66:2f:fb,0.0.0.0,86511,22996,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39136,REQUEST,d3:89:78:1b:73:3c,0.0.0.0,45485,13741,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39137,REQUEST,76:6f:0d:ec:0d:4a,0.0.0.0,39493,34768,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39138,OFFER,server,192.168.1.181,93111,32425,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39139,OFFER,server,192.168.1.221,33680,6433,10.0.116.65,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
39140,OFFER,server,192.168.1.244,71649,30118,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39141,DISCOVER,0a:0e:e5:d0:7e:d7,0.0.0.0,34071,67126,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39142,DISCOVER,47:5c:5a:99:53:ee,0.0.0.0,75082,41531,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39143,OFFER,server,192.168.1.76,84168,50211,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39144,ACK,server,192.168.1.96,3783,26790,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39145,ACK,server,192.168.1.171,73461,72152,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39146,OFFER,server,192.168.1.168,22388,28858,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39147,ACK,server,192.168.1.104,3162,58272,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39148,OFFER,server,192.168.1.241,94444,32112,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39149,OFFER,server,192.168.1.70,40544,74942,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39150,REQUEST,9f:0f:02:46:a2:a4,192.168.1.146,67358,7994,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39151,ACK,server,192.168.1.199,47032,41696,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39152,OFFER,server,192.168.1.160,50871,43637,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39153,REQUEST,db:90:f3:ae:1e:87,192.168.1.113,98531,41341,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39154,REQUEST,3d:6a:3e:a7:fb:43,0.0.0.0,68293,37148,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39155,DISCOVER,9e:f1:43:c2:74:c9,0.0.0.0,39330,47258,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39156,REQUEST,60:75:92:75:69:9c,0.0.0.0,93533,11243,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39157,DISCOVER,99:5e:24:a5:df:31,0.0.0.0,52326,46390,10.0.103.249,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
39158,ACK,dc:33:61:a6:6e:55,192.168.1.140,26780,29533,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39159,OFFER,server,192.168.1.136,60324,46778,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39160,ACK,server,192.168.1.187,44027,40866,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39161,DISCOVER,86:a9:92:23:e0:6e,0.0.0.0,85547,12157,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39162,REQUEST,ca:55:6b:ce:c6:21,0.0.0.0,7557,5327,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39163,DISCOVER,97:4b:c7:47:32:59,0.0.0.0,42698,51831,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39164,ACK,server,192.168.1.166,81542,6988,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39165,OFFER,server,192.168.1.107,3238,41485,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39166,REQUEST,ff:77:64:ba:d3:3a,0.0.0.0,28124,59362,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39167,ACK,server,192.168.1.164,89760,11112,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39168,DISCOVER,c3:56:00:12:f9:8b,0.0.0.0,37990,2469,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39169,DISCOVER,b2:28:26:0b:16:17,0.0.0.0,24020,57017,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39170,DISCOVER,01:f5:0c:fb:65:f6,0.0.0.0,28047,36285,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39171,REQUEST,db:a8:4c:01:41:a1,0.0.0.0,14662,34457,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39172,REQUEST,72:9d:af:66:90:8a,0.0.0.0,3932,9981,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39173,DISCOVER,df:08:ba:6c:c4:8d,0.0.0.0,26049,47483,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39174,ACK,server,192.168.1.213,78056,32168,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39175,DISCOVER,89:79:05:9c:ec:25,0.0.0.0,45623,43644,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39176,DISCOVER,98:5c:0b:52:5d:e7,0.0.0.0,66424,6615,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39177,ACK,82:30:7d:02:af:eb,192.168.1.100,4538,58841,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39178,OFFER,server,192.168.1.84,13043,80254,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39179,REQUEST,f8:e3:39:f0:53:a0,192.168.1.118,3815,2154,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39180,REQUEST,1a:1f:9c:b4:ac:88,0.0.0.0,73469,30023,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39181,REQUEST,47:e6:4d:41:e8:c3,192.168.1.64,78395,21693,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39182,DISCOVER,54:e6:d8:8a:e6:ce,0.0.0.0,92781,80476,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39183,DISCOVER,90:8f:70:1a:61:5e,0.0.0.0,59257,71642,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39184,DISCOVER,b9:3c:2f:c1:dd:19,0.0.0.0,844,24956,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39185,OFFER,server,192.168.1.13,60738,35656,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39186,DISCOVER,91:c6:f0:c1:1b:c7,0.0.0.0,81971,76873,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39187,REQUEST,ba:5c:5e:59:bb:7b,192.168.1.170,77141,80575,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39188,REQUEST,84:ba:e0:08:a6:9c,0.0.0.0,86146,58079,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39189,OFFER,server,192.168.1.216,45474,4703,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39190,DISCOVER,35:e5:fe:11:b2:45,0.0.0.0,49865,51302,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39191,ACK,server,192.168.1.133,53412,68127,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39192,REQUEST,17:e0:73:01:4f:07,0.0.0.0,43629,3353,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39193,REQUEST,90:77:5b:a7:e7:41,0.0.0.0,81889,75588,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39194,ACK,server,192.168.1.126,47872,19943,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39195,OFFER,server,192.168.1.97,94945,65324,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39196,ACK,server,192.168.1.158,53074,24746,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39197,OFFER,server,192.168.1.60,21439,27425,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39198,DISCOVER,81:ca:0d:02:2f:16,0.0.0.0,41524,28079,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39199,ACK,server,192.168.1.88,20430,45313,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39200,ACK,server,192.168.1.147,29342,11883,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39201,DISCOVER,03:4d:96:60:59:02,0.0.0.0,90452,9954,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39202,ACK,server,192.168.1.252,39588,18767,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39203,DISCOVER,3b:8a:1a:64:1d:86,0.0.0.0,79254,44836,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39204,DISCOVER,74:a0:3d:ca:0d:79,0.0.0.0,72173,22489,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39205,REQUEST,9d:38:fe:bf:19:ea,0.0.0.0,2879,8807,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39206,ACK,server,192.168.1.201,5193,51815,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39207,DISCOVER,9a:29:03:24:d4:63,0.0.0.0,48999,6064,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39208,DISCOVER,64:3f:99:b3:79:1b,0.0.0.0,15486,76466,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39209,REQUEST,e8:ee:61:81:65:5e,0.0.0.0,12502,55548,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39210,OFFER,server,192.168.1.208,26145,7144,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39211,OFFER,server,192.168.1.58,34896,2282,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39212,ACK,5e:59:97:50:28:a3,192.168.1.111,54461,74162,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39213,DISCOVER,10:7a:9c:2a:b9:c3,0.0.0.0,5817,66639,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39214,ACK,server,192.168.1.14,9334,59591,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39215,OFFER,server,192.168.1.2,69205,1688,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39216,ACK,server,192.168.1.98,99303,18887,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39217,DISCOVER,31:fe:f2:7e:b0:e3,0.0.0.0,82701,49705,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39218,DISCOVER,4a:2b:9b:d7:6a:b4,0.0.0.0,27737,12993,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39219,DISCOVER,b8:0c:b1:42:ca:4a,0.0.0.0,86936,18554,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39220,OFFER,server,192.168.1.110,93342,38173,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39221,ACK,ee:09:0e:99:71:78,192.168.1.172,64982,64585,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39222,OFFER,server,192.168.1.157,47166,55793,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39223,ACK,server,192.168.1.120,98059,67361,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39224,ACK,server,192.168.1.194,91649,49455,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39225,DISCOVER,e5:c8:14:5d:93:bc,0.0.0.0,21648,117,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39226,OFFER,server,192.168.1.144,21240,40925,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39227,DISCOVER,3e:98:3f:57:ea:b1,0.0.0.0,80447,2952,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39228,ACK,33:bd:9f:92:70:23,192.168.1.231,82294,72516,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39229,DISCOVER,6c:bf:85:b3:63:ff,0.0.0.0,12599,25715,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39230,REQUEST,ff:9d:2f:cf:d8:04,0.0.0.0,44482,78845,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39231,ACK,server,192.168.1.125,94823,9238,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39232,OFFER,server,192.168.1.136,85345,16109,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39233,DISCOVER,0c:9f:f2:30:95:77,0.0.0.0,90659,69701,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39234,OFFER,server,192.168.1.99,27152,84896,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39235,OFFER,server,192.168.1.97,259,70998,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39236,ACK,attacker,111.111.111.1,40866,34849,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
39237,ACK,server,192.168.1.19,74844,22139,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39238,DISCOVER,25:e9:ae:c9:1b:1b,0.0.0.0,23995,45202,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39239,DISCOVER,85:47:ec:2d:7c:1c,0.0.0.0,65690,63042,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39240,OFFER,server,192.168.1.192,14313,76253,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39241,REQUEST,11:13:b6:3f:00:f9,192.168.1.93,95072,68602,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39242,DISCOVER,35:f7:36:57:f6:8f,0.0.0.0,58963,43602,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39243,DISCOVER,d9:da:09:d9:c8:ca,0.0.0.0,98557,29093,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39244,REQUEST,49:1c:c6:e5:6b:36,192.168.1.86,32507,60612,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39245,ACK,server,192.168.1.86,29749,80679,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39246,OFFER,server,192.168.1.11,53221,4355,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39247,OFFER,attacker,111.111.111.1,69561,6072,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
39248,OFFER,server,192.168.1.172,64631,46511,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39249,DISCOVER,3f:51:7f:9d:29:8a,0.0.0.0,21750,64910,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39250,ACK,server,192.168.1.114,83886,23523,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39251,ACK,server,192.168.1.129,58005,39147,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39252,DISCOVER,c6:5e:a7:35:07:07,0.0.0.0,38071,36668,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39253,DISCOVER,d8:e9:02:cf:6d:fb,0.0.0.0,96864,14892,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39254,DISCOVER,ba:dd:75:40:6e:1c,0.0.0.0,3351,54099,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39255,REQUEST,8b:82:21:4a:c7:3e,0.0.0.0,13202,24513,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39256,ACK,server,192.168.1.150,35110,17483,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39257,REQUEST,4f:2c:b6:09:70:8d,192.168.1.61,87066,20598,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39258,REQUEST,fa:f4:57:79:3a:01,0.0.0.0,2113,68582,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39259,REQUEST,1b:20:ba:37:a8:ce,192.168.1.231,32866,27737,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
39260,DISCOVER,2b:4e:77:41:ed:4f,0.0.0.0,28671,699,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39261,ACK,7b:b7:2e:b2:b6:6c,192.168.1.183,30897,75930,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39262,ACK,27:9e:b2:65:66:d0,192.168.1.149,79795,29230,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39263,ACK,7b:fd:79:5d:7e:44,192.168.1.240,12078,62657,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
39264,DISCOVER,ed:48:bb:9c:ac:2b,0.0.0.0,52592,10035,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39265,OFFER,server,192.168.1.21,63919,50873,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39266,OFFER,server,192.168.1.222,62416,58057,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39267,DISCOVER,b2:eb:c6:60:95:e1,0.0.0.0,96412,18777,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39268,REQUEST,6f:cb:7a:34:64:a7,0.0.0.0,10982,53321,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39269,DISCOVER,31:a0:ff:09:91:59,0.0.0.0,47192,42603,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39270,REQUEST,2b:66:d8:79:e3:9a,0.0.0.0,6872,27503,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39271,ACK,server,192.168.1.31,76236,19643,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39272,ACK,server,192.168.1.207,28929,41065,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39273,REQUEST,50:a0:0b:86:df:e5,0.0.0.0,99830,53261,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39274,DISCOVER,aa:38:f2:40:4c:9e,0.0.0.0,56231,34876,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39275,DISCOVER,42:26:cb:68:1c:55,0.0.0.0,22178,79681,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39276,ACK,server,192.168.1.189,64499,39596,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39277,REQUEST,11:74:01:ec:19:fb,0.0.0.0,45766,67530,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39278,ACK,server,192.168.1.150,73178,63765,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39279,ACK,server,192.168.1.220,95577,16426,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39280,ACK,server,192.168.1.37,14372,82055,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39281,OFFER,server,192.168.1.138,98044,26239,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39282,REQUEST,3a:70:2f:15:1f:40,0.0.0.0,65729,47872,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39283,ACK,server,192.168.1.50,72652,63312,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39284,DISCOVER,4f:d3:18:b1:67:cf,0.0.0.0,23392,17313,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
39285,REQUEST,b7:32:93:92:f1:6c,0.0.0.0,48159,85462,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39286,DISCOVER,01:e7:97:96:01:a5,0.0.0.0,35311,2229,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
39287,DISCOVER,43:3e:97:6e:ba:31,0.0.0.0,98839,10600,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
39288,REQUEST,67:a0:9c:80:a8:3b,0.0.0.0,41583,77226,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
